Demographic Data Report for United States by County,,,,
Population: White,,,,
"All Ages, Both Sexes",,,,
2017-2021 American Community Survey 5-Year Data,,,,
Sorted by Value,,,,
,,,,
County,fips,Value (Percent),People (White),Rank within US
"Dakota County, Nebraska",31043,55.8,11877,2841 of 3143
"Surry County, Virginia",51181,55.7,3658,2842 of 3143
"Essex County, Virginia",51057,55.7,5917,2843 of 3143
"Darlington County, South Carolina",45031,55.7,35329,2844 of 3143
"Passaic County, New Jersey",34031,55.7,290193,2845 of 3143
"Twiggs County, Georgia",13289,55.5,4457,2846 of 3143
"Orange County, Florida",12095,55.5,781989,2847 of 3143
"Hempstead County, Arkansas",05057,55.4,11265,2848 of 3143
"Milwaukee County, Wisconsin",55079,55.3,519643,2849 of 3143
"Pitt County, North Carolina",37147,55.3,94288,2850 of 3143
"Scott County, Mississippi",28123,55,15441,2851 of 3143
"Madera County, California",06039,55,85946,2852 of 3143
"Cobb County, Georgia",13067,55,419267,2853 of 3143
"St. Landry Parish, Louisiana",22097,55,45628,2854 of 3143
"Lincoln Parish, Louisiana",22061,54.8,26528,2855 of 3143
"Lowndes County, Georgia",13185,54.7,64243,2856 of 3143
"Lyman County, South Dakota",46085,54.6,2044,2857 of 3143
"East Feliciana Parish, Louisiana",22037,54.4,10663,2858 of 3143
"Bienville Parish, Louisiana",22013,54.4,7147,2859 of 3143
"Hardeman County, Tennessee",47069,54.4,13941,2860 of 3143
"Fresno County, California",06019,54.3,544633,2861 of 3143
"Waller County, Texas",48473,54.3,30114,2862 of 3143
"Monroe County, Arkansas",05095,54.2,3738,2863 of 3143
"Monroe County, Alabama",01099,54.1,10882,2864 of 3143
"McDuffie County, Georgia",13189,53.9,11709,2865 of 3143
"Adams County, Washington",53001,53.9,10964,2866 of 3143
"Pulaski County, Arkansas",05119,53.7,213691,2867 of 3143
"Orange County, California",06059,53.6,1707592,2868 of 3143
"Henrico County, Virginia",51087,53.6,178020,2869 of 3143
"Sutton County, Texas",48435,53.6,1832,2870 of 3143
"New York County, New York",36061,53.6,893947,2871 of 3143
"Dallas County, Arkansas",05039,53.5,3557,2872 of 3143
"Greene County, North Carolina",37079,53.5,10980,2873 of 3143
"Martin County, North Carolina",37117,53.3,11834,2874 of 3143
"Attala County, Mississippi",28007,53.2,9592,2875 of 3143
"Baldwin County, Georgia",13009,53.1,23314,2876 of 3143
"Wyandotte County, Kansas",20209,53.1,89399,2877 of 3143
"Clark County, Nevada",32003,53.1,1184227,2878 of 3143
"Lauderdale County, Mississippi",28075,53.1,39132,2879 of 3143
"Wilkes County, Georgia",13317,53.1,5116,2880 of 3143
"Grenada County, Mississippi",28043,53,11467,2881 of 3143
"West Feliciana Parish, Louisiana",22125,53,8126,2882 of 3143
"Seward County, Kansas",20175,52.9,11748,2883 of 3143
"Prince William County, Virginia",51153,52.8,252212,2884 of 3143
"Howard County, Maryland",24027,52.7,173510,2885 of 3143
"Walthall County, Mississippi",28147,52.7,7366,2886 of 3143
"Guilford County, North Carolina",37081,52.5,282055,2887 of 3143
"Lenoir County, North Carolina",37107,52.5,29055,2888 of 3143
"Broward County, Florida",12011,52.5,1015505,2889 of 3143
"Kodiak Island Borough, Alaska",02150,52.4,6924,2890 of 3143
"McCormick County, South Carolina",45065,52.2,5007,2891 of 3143
"Somerset County, Maryland",24039,52.2,12965,2892 of 3143
"Crisp County, Georgia",13081,52.1,10702,2893 of 3143
"Telfair County, Georgia",13271,52.1,6701,2894 of 3143
"Sacramento County, California",06067,52.1,818588,2895 of 3143
"Montgomery County, Mississippi",28097,52.1,5180,2896 of 3143
"Cook County, Illinois",17031,52,2740032,2897 of 3143
"Harris County, Texas",48201,52,2443521,2898 of 3143
"Clarke County, Alabama",01025,52,12131,2899 of 3143
"Natchitoches Parish, Louisiana",22069,51.9,19673,2900 of 3143
"Manassas Park City, Virginia",51685,51.9,8865,2901 of 3143
"Lowndes County, Mississippi",28087,51.8,30517,2902 of 3143
"Dallas County, Texas",48113,51.8,1348117,2903 of 3143
"Rosebud County, Montana",30087,51.7,4379,2904 of 3143
"Wayne County, Michigan",26163,51.7,925806,2905 of 3143
"Decatur County, Georgia",13087,51.7,15008,2906 of 3143
"Suffolk County, Massachusetts",25025,51.6,409151,2907 of 3143
"Florence County, South Carolina",45041,51.6,70811,2908 of 3143
"Butler County, Alabama",01013,51.6,9894,2909 of 3143
"Barnwell County, South Carolina",45011,51.4,10697,2910 of 3143
"Middlesex County, New Jersey",34023,51.4,441363,2911 of 3143
"Riverside County, California",06065,51.2,1232550,2912 of 3143
Puerto Rico,72001,51.1,1693651,2913 of 3143
"Baker County, Georgia",13007,51.1,1495,2914 of 3143
"Jefferson County, Texas",48245,51,130837,2915 of 3143
"Reagan County, Texas",48383,50.9,1711,2916 of 3143
"Jefferson County, Alabama",01073,50.9,342157,2917 of 3143
"San Bernardino County, California",06071,50.7,1101227,2918 of 3143
"Chatham County, Georgia",13051,50.6,149041,2919 of 3143
"Nash County, North Carolina",37127,50.1,47434,2920 of 3143
"Winston County, Mississippi",28159,50.1,8943,2921 of 3143
"Conecuh County, Alabama",01035,50.1,5901,2922 of 3143
"Contra Costa County, California",06013,50,580523,2923 of 3143
"Chickasaw County, Mississippi",28017,50,8545,2924 of 3143
"Peach County, Georgia",13225,49.9,13887,2925 of 3143
"Mecklenburg County, North Carolina",37119,49.9,549391,2926 of 3143
"Suffolk City, Virginia",51800,49.8,46480,2927 of 3143
"Burke County, Georgia",13033,49.5,11986,2928 of 3143
"Jasper County, South Carolina",45053,49.4,14012,2929 of 3143
"St. James Parish, Louisiana",22093,49.3,10048,2930 of 3143
"Crane County, Texas",48103,49.2,2292,2931 of 3143
"Durham County, North Carolina",37063,48.9,156682,2932 of 3143
"DeBaca County, New Mexico",35011,48.9,916,2933 of 3143
"Clarendon County, South Carolina",45027,48.9,15450,2934 of 3143
"Montgomery County, Maryland",24031,48.8,516438,2935 of 3143
"Desha County, Arkansas",05041,48.8,5632,2936 of 3143
"Hoonah-Angoon Census Area, Alaska",02105,48.8,1136,2937 of 3143
"Marshall County, Mississippi",28093,48.6,16547,2938 of 3143
"Morehouse Parish, Louisiana",22067,48.6,12554,2939 of 3143
"Solano County, California",06095,48.5,218893,2940 of 3143
"Cherokee County, Oklahoma",40021,48.5,22938,2941 of 3143
"Wilson County, North Carolina",37195,48.4,38160,2942 of 3143
"Union County, New Jersey",34039,48.3,275995,2943 of 3143
"San Juan County, Utah",49037,48.1,7032,2944 of 3143
"Panola County, Mississippi",28107,48.1,16024,2945 of 3143
"Imperial County, California",06025,48,86476,2946 of 3143
"Iberville Parish, Louisiana",22047,47.9,14692,2947 of 3143
"Leake County, Mississippi",28079,47.8,10260,2948 of 3143
"Mitchell County, Georgia",13205,47.7,10474,2949 of 3143
"Warren County, Mississippi",28149,47.4,21414,2950 of 3143
"Hopewell City, Virginia",51670,47.4,10917,2951 of 3143
"Crockett County, Texas",48105,47.3,1391,2952 of 3143
"Russell County, Alabama",01113,47.2,27696,2953 of 3143
"San Juan County, New Mexico",35045,47,57748,2954 of 3143
"Hudspeth County, Texas",48229,46.7,1553,2955 of 3143
"Newton County, Georgia",13217,46.7,52003,2956 of 3143
"Cumberland County, North Carolina",37051,46.6,155577,2957 of 3143
"San Joaquin County, California",06077,46.5,358383,2958 of 3143
"Anson County, North Carolina",37007,46.4,10387,2959 of 3143
"Dillon County, South Carolina",45033,46.4,13225,2960 of 3143
"St. Louis City, Missouri",29510,46.3,140219,2961 of 3143
"Navajo County, Arizona",04017,46.2,49282,2962 of 3143
"Prince of Wales-Hyder Census Area, Alaska",02198,46.2,2718,2963 of 3143
"Merced County, California",06047,46.2,128897,2964 of 3143
"Hudson County, New Jersey",34017,46.1,328709,2965 of 3143
"St. Helena Parish, Louisiana",22091,46,5006,2966 of 3143
"Mahnomen County, Minnesota",27087,45.9,2490,2967 of 3143
"San Mateo County, California",06081,45.9,349707,2968 of 3143
"Norfolk City, Virginia",51710,45.8,109276,2969 of 3143
"Sumter County, South Carolina",45085,45.8,48333,2970 of 3143
"Webster County, Georgia",13307,45.6,1081,2971 of 3143
"Barbour County, Alabama",01005,45.5,11495,2972 of 3143
"Dooly County, Georgia",13093,45.5,5249,2973 of 3143
"Newport News City, Virginia",51700,45.5,84120,2974 of 3143
"Martinsville City, Virginia",51690,45.4,6124,2975 of 3143
"Marengo County, Alabama",01091,45.4,8798,2976 of 3143
"East Baton Rouge Parish, Louisiana",22033,45.3,206470,2977 of 3143
"Caddo Parish, Louisiana",22017,45,107795,2978 of 3143
"Claiborne Parish, Louisiana",22027,45,6498,2979 of 3143
"Richmond City, Virginia",51760,44.8,101179,2980 of 3143
"Fort Bend County, Texas",48157,44.8,361145,2981 of 3143
"Bristol Bay Borough, Alaska",02060,44.8,380,2982 of 3143
"Washington County, North Carolina",37187,44.7,5001,2983 of 3143
"Haywood County, Tennessee",47075,44.6,7996,2984 of 3143
"Cibola County, New Mexico",35006,44.4,12103,2985 of 3143
"Jasper County, Mississippi",28061,44.3,7266,2986 of 3143
"Early County, Georgia",13099,44.2,4781,2987 of 3143
"Charles City County, Virginia",51036,44.2,3014,2988 of 3143
"Copiah County, Mississippi",28029,44.1,12557,2989 of 3143
"Los Angeles County, California",06037,43.7,4382079,2990 of 3143
"Blaine County, Montana",30005,43.7,3082,2991 of 3143
"San Francisco County, California",06075,43.4,376056,2992 of 3143
"Hoke County, North Carolina",37093,43.4,22633,2993 of 3143
"Danville City, Virginia",51590,43.4,18450,2994 of 3143
"Washington County, Georgia",13303,43.3,8688,2995 of 3143
"Monterey County, California",06053,43.3,190148,2996 of 3143
"Sumter County, Georgia",13261,43.3,12859,2997 of 3143
"Richland County, South Carolina",45079,43.1,178628,2998 of 3143
"Jefferson County, Georgia",13163,43.1,6764,2999 of 3143
"Henry County, Georgia",13151,43,101744,3000 of 3143
"Pike County, Mississippi",28113,43,17309,3001 of 3143
"Chicot County, Arkansas",05017,42.8,4454,3002 of 3143
"Upton County, Texas",48461,42.7,1427,3003 of 3143
"Gwinnett County, Georgia",13135,42.6,404175,3004 of 3143
"Douglas County, Georgia",13097,42.6,61073,3005 of 3143
"Fulton County, Georgia",13121,42.5,447842,3006 of 3143
"Tensas Parish, Louisiana",22107,42.3,1805,3007 of 3143
"Scotland County, North Carolina",37165,42.2,14506,3008 of 3143
"Liberty County, Georgia",13179,42.2,27142,3009 of 3143
"Lee County, Arkansas",05077,42.2,3723,3010 of 3143
"Kings County, New York",36047,42.1,1141959,3011 of 3143
"Crittenden County, Arkansas",05035,42,20281,3012 of 3143
"Muscogee County, Georgia",13215,41.7,85220,3013 of 3143
"Clay County, Georgia",13061,41.4,1194,3014 of 3143
"Quitman County, Georgia",13239,41.4,931,3015 of 3143
"Rio Arriba County, New Mexico",35039,41.4,16699,3016 of 3143
"Hampton County, South Carolina",45049,41.2,7920,3017 of 3143
"Vance County, North Carolina",37181,41.1,17521,3018 of 3143
"Brunswick County, Virginia",51025,41,6572,3019 of 3143
"Talbot County, Georgia",13263,40.8,2383,3020 of 3143
"Sussex County, Virginia",51183,40.5,4434,3021 of 3143
District of Columbia,11001,40.5,276373,3022 of 3143
"Adams County, Mississippi",28001,40.2,12020,3023 of 3143
"Charles County, Maryland",24017,40,66166,3024 of 3143
"Marlboro County, South Carolina",45069,40,10769,3025 of 3143
"St. Francis County, Arkansas",05123,40,9451,3026 of 3143
"Adair County, Oklahoma",40001,39.6,7862,3027 of 3143
"Hampton City, Virginia",51650,39.4,53892,3028 of 3143
"Fairfield County, South Carolina",45039,39.3,8320,3029 of 3143
"Northampton County, North Carolina",37131,39.2,7028,3030 of 3143
"Jefferson County, Arkansas",05069,39,26623,3031 of 3143
"Santa Clara County, California",06085,39,754027,3032 of 3143
"Edgecombe County, North Carolina",37065,38.7,19212,3033 of 3143
"Marion County, South Carolina",45067,38.7,11446,3034 of 3143
"Halifax County, North Carolina",37083,38.6,19015,3035 of 3143
"Philadelphia County, Pennsylvania",42101,38.5,614147,3036 of 3143
"Warren County, North Carolina",37185,38.4,7262,3037 of 3143
"Bibb County, Georgia",13021,38.4,60197,3038 of 3143
"Clay County, Mississippi",28025,38.4,7203,3039 of 3143
"Hale County, Alabama",01065,38.3,5681,3040 of 3143
"Benson County, North Dakota",38005,38.2,2329,3041 of 3143
"Portsmouth City, Virginia",51740,38.1,37173,3042 of 3143
"Essex County, New Jersey",34013,38,323837,3043 of 3143
"Warren County, Georgia",13301,38,1981,3044 of 3143
"Franklin City, Virginia",51620,37.9,3125,3045 of 3143
"Jefferson Davis County, Mississippi",28065,37.5,4265,3046 of 3143
"Shelby County, Tennessee",47157,37.5,348349,3047 of 3143
"Yazoo County, Mississippi",28163,37.4,10440,3048 of 3143
"Bamberg County, South Carolina",45009,37.2,5033,3049 of 3143
"Gadsden County, Florida",12039,37.2,16446,3050 of 3143
"Greensville County, Virginia",51081,37,4237,3051 of 3143
"Thurston County, Nebraska",31173,36.2,2461,3052 of 3143
"Terrell County, Georgia",13273,36.1,3286,3053 of 3143
"Alameda County, California",06001,35.9,600791,3054 of 3143
"Taliaferro County, Georgia",13265,35.7,562,3055 of 3143
"Richmond County, Georgia",13245,35.3,72675,3056 of 3143
"Macon County, Georgia",13193,35.3,4351,3057 of 3143
"Mellette County, South Dakota",46095,35.3,676,3058 of 3143
"Jackson County, South Dakota",46071,35.3,1011,3059 of 3143
"St. John the Baptist Parish, Louisiana",22095,35.2,15025,3060 of 3143
"Orangeburg County, South Carolina",45075,35,29750,3061 of 3143
"Bennett County, South Dakota",46007,34.9,1190,3062 of 3143
"Bertie County, North Carolina",37015,34.9,6312,3063 of 3143
"Phillips County, Arkansas",05107,34.7,5868,3064 of 3143
"Tallahatchie County, Mississippi",28135,34.6,4466,3065 of 3143
"Hertford County, North Carolina",37091,34.4,7562,3066 of 3143
"Madison Parish, Louisiana",22065,34,3500,3067 of 3143
"Montgomery County, Alabama",01101,33.9,77725,3068 of 3143
"Roosevelt County, Montana",30085,33.9,3688,3069 of 3143
"Lee County, South Carolina",45061,33.7,5636,3070 of 3143
"Calhoun County, Georgia",13037,33.6,1907,3071 of 3143
"Kemper County, Mississippi",28069,33.6,3099,3072 of 3143
"Queens County, New York",36081,33.6,804251,3073 of 3143
"Rockdale County, Georgia",13247,33.5,31177,3074 of 3143
"Issaquena County, Mississippi",28055,32.9,366,3075 of 3143
"Maui County, Hawaii",15009,32.9,54194,3076 of 3143
"Orleans Parish, Louisiana",22071,32.7,125519,3077 of 3143
"DeKalb County, Georgia",13089,32.6,247606,3078 of 3143
"Hawaii County, Hawaii",15001,32.6,65306,3079 of 3143
"Williamsburg County, South Carolina",45089,32.1,10031,3080 of 3143
"Kauai County, Hawaii",15007,31.7,23217,3081 of 3143
"Yakutat City and Borough, Alaska",02282,31.3,176,3082 of 3143
"Randolph County, Georgia",13243,31.1,2021,3083 of 3143
"Glacier County, Montana",30035,30.8,4254,3084 of 3143
"Bolivar County, Mississippi",28011,30.5,9553,3085 of 3143
"Perry County, Alabama",01105,29.5,2569,3086 of 3143
"Baltimore City, Maryland",24510,29.2,173079,3087 of 3143
"Kalawao County, Hawaii",15005,29.2,14,3088 of 3143
"North Slope Borough, Alaska",02185,28.6,3108,3089 of 3143
"East Carroll Parish, Louisiana",22035,28.4,2134,3090 of 3143
"Big Horn County, Montana",30003,28.3,3737,3091 of 3143
"Wilkinson County, Mississippi",28157,28.3,2460,3092 of 3143
"Wilcox County, Alabama",01131,27.2,2905,3093 of 3143
"Corson County, South Dakota",46031,27.1,1074,3094 of 3143
"Dallas County, Alabama",01047,26.9,10543,3095 of 3143
"Sharkey County, Mississippi",28125,26.9,1118,3096 of 3143
"Noxubee County, Mississippi",28103,25.7,2676,3097 of 3143
"Robeson County, North Carolina",37155,25.7,30503,3098 of 3143
"Sumter County, Alabama",01119,25.7,3203,3099 of 3143
"Quitman County, Mississippi",28119,25.4,1607,3100 of 3143
"Dougherty County, Georgia",13095,25.3,21924,3101 of 3143
"Washington County, Mississippi",28151,24.9,11353,3102 of 3143
"Lowndes County, Alabama",01085,24.8,2566,3103 of 3143
"Bullock County, Alabama",01011,24.8,2572,3104 of 3143
"Hancock County, Georgia",13141,24.7,2139,3105 of 3143
"Aleutians West Census Area, Alaska",02016,24.5,1286,3106 of 3143
"Lake and Peninsula Borough, Alaska",02164,24.3,240,3107 of 3143
"Hinds County, Mississippi",28049,24.3,56082,3108 of 3143
"Sunflower County, Mississippi",28133,23.5,6177,3109 of 3143
"Stewart County, Georgia",13259,23.2,1240,3110 of 3143
"Allendale County, South Carolina",45005,22.9,1902,3111 of 3143
"Ziebach County, South Dakota",46137,22.9,567,3112 of 3143
"Yukon-Koyukuk Census Area, Alaska",02290,22.5,1225,3113 of 3143
"Leflore County, Mississippi",28083,21.7,6184,3114 of 3143
"Emporia City, Virginia",51595,21.5,1240,3115 of 3143
"Apache County, Arizona",04001,20.9,13893,3116 of 3143
"Coahoma County, Mississippi",28027,20.5,4483,3117 of 3143
"Humphreys County, Mississippi",28053,20.1,1593,3118 of 3143
"Bronx County, New York",36005,19.9,292577,3119 of 3143
"Honolulu County, Hawaii",15003,19.9,201564,3120 of 3143
"Dewey County, South Dakota",46041,18.7,997,3121 of 3143
"Tunica County, Mississippi",28143,18.6,1851,3122 of 3143
"Greene County, Alabama",01063,17.6,1381,3123 of 3143
"Petersburg City, Virginia",51730,17,5649,3124 of 3143
"Macon County, Alabama",01087,16.6,3244,3125 of 3143
"Rolette County, North Dakota",38079,16.6,2072,3126 of 3143
"Dillingham Census Area, Alaska",02070,16.2,793,3127 of 3143
"Holmes County, Mississippi",28051,15.1,2599,3128 of 3143
"Prince Georges County, Maryland",24033,15,143229,3129 of 3143
"Aleutians East Borough, Alaska",02013,14.6,497,3130 of 3143
"Nome Census Area, Alaska",02180,14.6,1467,3131 of 3143
"Buffalo County, South Dakota",46017,14.4,285,3132 of 3143
"Clayton County, Georgia",13063,14.1,41463,3133 of 3143
"Jefferson County, Mississippi",28063,13,947,3134 of 3143
"McKinley County, New Mexico",35031,11.5,8389,3135 of 3143
"Sioux County, North Dakota",38085,11.2,447,3136 of 3143
"Northwest Arctic Borough, Alaska",02188,11.2,870,3137 of 3143
"Menominee County, Wisconsin",55078,11.2,483,3138 of 3143
"Claiborne County, Mississippi",28021,10.9,990,3139 of 3143
"Bethel Census Area, Alaska",02050,9.6,1769,3140 of 3143
"Todd County, South Dakota",46121,8.3,786,3141 of 3143
"Oglala Lakota/Shannon County, South Dakota",46102,4.3,597,3142 of 3143
"Kusilvak/Wade Hampton Census Area, Alaska",02158,3.3,278,3143 of 3143
,,,,
Created by statecancerprofiles.cancer.gov on 07/18/2024 5:33 pm.,,,,
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).,,,,
"For more information about Population: White, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population.",,,,
